dram_module,sim_num,sim_stat,trans_1bit,trans_1word,trans_1col,trans_1row,trans_1bank,trans_nbank,trans_nrank,perm_1bit,perm_1word,perm_1col,perm_1row,perm_1bank,perm_nbank,perm_nrank
2,2824,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,3030,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,3062,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,3455,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4046,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,4365,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,4720,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,5140,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,5428,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,5600,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,6767,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,7478,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,7684,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,7720,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,8025,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,8481,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,8874,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,8875,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,9456,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,9652,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,9880,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,10946,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,11954,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,13105,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,13246,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,14213,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,15278,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,15804,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,16485,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,17387,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,17600,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,18630,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,21942,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,21951,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,22564,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,26561,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,26744,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,26770,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,27471,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,27890,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,28089,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,28786,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,28871,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,29082,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,31752,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,32681,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,34069,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,34348,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,34722,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,34935,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,36846,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,37092,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,37720,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,37738,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,39199,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,41078,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,41320,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,41910,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,42250,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,42751,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,43093,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,43406,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,43559,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,43737,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,45572,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,45803,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
