dram_module,sim_num,sim_stat,trans_1bit,trans_1word,trans_1col,trans_1row,trans_1bank,trans_nbank,trans_nrank,perm_1bit,perm_1word,perm_1col,perm_1row,perm_1bank,perm_nbank,perm_nrank
9,7802,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,7957,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,8631,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,9678,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,10826,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,11069,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,11925,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,12382,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,12851,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,12898,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,13038,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,14598,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,14871,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,15022,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,15040,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,15361,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,16554,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,16853,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,17030,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,17243,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,17494,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,17569,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,18052,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,18552,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,19160,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,19552,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,19950,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,20118,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,20556,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,20922,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,22531,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,22828,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,23210,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,23377,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,24223,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,24982,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,25585,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
