dram_module,sim_num,sim_stat,trans_1bit,trans_1word,trans_1col,trans_1row,trans_1bank,trans_nbank,trans_nrank,perm_1bit,perm_1word,perm_1col,perm_1row,perm_1bank,perm_nbank,perm_nrank
7,5597,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,6329,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,6934,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,7770,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,8461,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,11769,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,12095,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,12574,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,13271,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,13820,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,13964,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,14671,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,14807,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,14855,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,15679,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,16092,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,16264,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,16681,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,17149,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,18542,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,18961,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,19773,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,19869,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,21967,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,22319,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,23474,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,23922,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,24044,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,24616,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,25074,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,26564,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,28216,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,28219,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,28779,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,28967,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,31917,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,33455,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,34426,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,34735,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,36109,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,36264,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,36829,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,36888,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,36892,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,38592,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,39597,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,40633,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,40732,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,42053,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,42761,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,43397,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,46901,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,46966,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,47680,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,47934,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,48158,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,48410,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,48651,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,48983,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,50295,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
